"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"434820","9781974710027","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Jujutsu Kaisen, Vol. 1","Jujutsu Kaisen, Vol. 1 (1)","en","Graphic Novels: Manga","Gege Akutami","","","","","","VIZ Media LLC",192,"2019-12-03","paperback","呪術廻戦 Jujutsu Kaisen",1,,,,,,,,,,,,"Yuji Itadori is resolved to save the world from cursed demons, but he soon learns that the best way to do it is to slowly lose his humanity and become one himself!

In a world where demons feed on unsuspecting humans, fragments of the legendary and feared demon Ryoma Sukuna were lost and scattered about. Should any demon consume Sukuna’s body parts, the power they gain could destroy the world as we know it. Fortunately, there exists a mysterious school of Jujutsu Sorcerers who exist to protect the precarious existence of the living from the undead!

Yuji Itadori is high schooler who spends his days visiting his bedridden grandfather. Although he looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Club. One day, the club manages to get their hands on a sealed cursed object, but little do they know the terror they’ll unleash when they break the seal...","2023-04-23"
"212206","9780756401221","Fiction","",0,,,384,1,,,,,0,1,"","","Joust","Joust #1","en","Sci-Fi & Fantasy,Fantasy","Mercedes Lackey","","","","","","DAW",384,"2003-03-04","hardcover","Dragon Jousters",1,,,,,,,,,,,,"For the first time ever, national best-selling legend Mercedes Lackey draws from her extensive knowlege of animals—and her professional background as an avian expert—to create something truly special...

The most exciting, authentic and believable portrayal of dragons ever imagined.

It is a richly conceived, fully realized vision, inspired by the culture of ancient Egypt, the legends of Atlantis-and the science of animal behavior and biology. This is how dragons would live, breed, hatch, hunt, and bond.

The first book in this thrilling new series introduces readers to a young slave who dreams of becoming a Jouster-one of the few warriors who can actually ride a flying dragon. And so, in secret, he begins to raise his own dragon.","2023-10-04"
"212177","9781435149915","Fiction","",0,,,943,1,,,,,0,1,"","","John Carter of Mars: The First Five Novels (Barsoom, #1-5)","John Carter Of Mars The First Five Novels Of The Series","en","","Edgar Rice Burroughs","","","","","","Fall River Press",943,"2013-01-01","hardcover","Barsoom",1,,,,,,,,,,,,"Contains the first five installments of Edgar Rice Burroughs' beloved Barsoom Series:

A Princess of Mars
The Gods of Mars
The Warlord of Mars
Thuvia, Maid of Mars
The Chessmen of Mars","2023-10-04"
"8855368","9780520253124","Non-Fiction","",0,,,1592,1,,,,,0,1,"","","The Jepson Manual","Vascular Plants of California","en","Nature","Bruce G. Baldwin,Douglas H. Goldman,David J Keil,Robert Patterson,Thomas J. Rosatti","","","Bruce G. Baldwin,Douglas Goldman,David J Keil,Robert Patterson,Thomas J. Rosatti,Dieter Wilken","","","Univ of California Press",1592,"2012-01-31","hardcover",,,,,,,,,,,,,,"“California’s extraordinary flora is described in contemporary detail in this handy volume, which should prove an inspiration to all of those interested in these plants, their habitats, and their importance to a state richer in botanical diversity than any other part of the United States. This is a thorough revision of an indispensable book.”—Peter H. Raven, Missouri Botanical Garden “This second edition of The Jepson Manual is a monumental achievement! Far more than a simple update, the book has gone through a thorough revision, making it a must-have book for California plant enthusiasts—professional and lay alike.""—Lucinda McDade, Rancho Santa Ana Botanic Garden “Biogeographers, vegetation ecologists, and practitioners of conservation and restoration will all welcome the second edition of the Jepson Manual. Many improvements in this second edition include major taxonomic name changes, more information on habitat/range/phenology, better keys, and new illustrations. The second edition is more user-friendly, accurate, and scientifically rigorous. And these improvements are exactly the kind of recent, authoritative, and trusted flora needed.”—Michael G. Barbour, University of California, Davis","2023-04-09"
"6261165","9781423135005","Fiction","",0,,,0,0,,,,,0,1,"","","Jepp, Who Defied the Stars",,"en","Juvenile Fiction","Katherine Marsh","","","","","","Hyperion",400,"2012-10-09","hardcover",,,,,,,,,,,,,,"""Jepp, a teenage dwarf living in 16th century Europe, leaves home to seek his destiny""--","2023-03-23"
"1287351","9781563925405","Non-Fiction","",0,,,320,1,,,,,0,1,"","","Jeep Cherokee, Wagoneer, Comanche, 1984-2001 Haynes Repair Manual: 1984 thru 2001 - Cherokee - Wagoneer - Comanche","1984 thru 2001 - Cherokee - Wagoneer - Comanche","en","Motor Cars,Maintenance & Repair,DIY: General","Chilton Automotive Books,Bob Henderson","","","","","","Haynes Manuals N. America, Inc.",320,"2005-06-24","paperback",,,,,,,,,,,,,,"Each Haynes manual is written for the do-it-yourselfer and provides step-by-step instructions based on a complete disassembly of the vehicle. This hands-on experience provides the reader with specific and detailed instructions for performing everything from basic maintenance and troubleshooting to a complete engine overhaul. The models and model years covered in this title are as follows:

Jeep Cherokee, 1984-2001
Jeep Comanche, 1986-1992
Jeep Wagoneer, 1984-1990
(2WD & 4WD Gas models)
Exclusions: Does not include Grand Wagoneer or diesel engine information

This Haynes automotive repair manual includes 700+ photos and the following chapters:

Introduction
Chapter 1: Tune-up and routine maintenance
Chapter 2: Part A: Four-cylinder engine
Chapter 2: Part B: V6 engine
Chapter 2: Part C: Inline six-cylinder engine
Chapter 2: Part D: General engine overhaul procedures
Chapter 3: Cooling, heating and air conditioning systems
Chapter 4: Fuel and exhaust systems
Chapter 5: Engine electrical systems
Chapter 6: Emissions control systems
Chapter 7: Manual, automatic transmission, and transfer case
Chapter 8: Clutch and drivetrain
Chapter 9: Brakes
Chapter 10: Suspension and steering systems
Chapter 11: Body
Chapter 12: Chassis electrical system
Wiring Diagrams","2023-04-09"
"10010207","9780356521251","Fiction","",0,,,485,1,,,,,0,1,"","","The Jasad Heir (The Scorched Throne, #1)",,,"","Sara Hashem","","","","","","Orbit",485,"2023-07-15","hardcover","The Scorched Throne",1,,,,,,,,,,,,"At ten-years-old, the Heir of Jasad flees a massacre that takes her entire family. 

At fifteen, she buries her first body.

At twenty, the clock is ticking on Sylvia's third attempt at a home. Nizahl's armies have laid waste to Jasad and banned magic across the four remaining kingdoms. Fortunately, Sylvia's magic is as good at playing dead as she is. 

When the Nizahl Heir tracks a group of Jasadis to Sylvia’s village, the quiet life she's crafted unravels. Calculating and cold, Arin's tactical brilliance is surpassed only by his hatred for magic. After a mistake exposes Sylvia’s magic to Arin, he offers her an escape: compete as Nizahl’s Champion in the Alcalah tournament and win immunity from persecution. In exchange, Arin will use her as bait to draw out the Jasadis he’s hunting.

To win the deadly Alcalah, Sylvia must work with Arin to free her trapped magic, all while staying a step ahead of his efforts to uncover her identity. As the two grow closer, Sylvia is thrust into the world of cunning royals and double-dealing politics. The Jasadi groups escalate the fight to make Sylvia the face of their movement, and Sylvia realizes winning her freedom as Nizahl’s Champion means destroying any chance of reuniting Jasad under her banner. 


The scorched kingdom is rising again, and Sylvia will have to choose between the life she's earned, and the one she left behind.","2023-08-06"
"6979753","9780063056374","Fiction","",0,,,0,0,,,,,0,1,"","","Jade Fire Gold",,"en","Young Adult Fiction","June CL Tan","","","","","","HarperTeen",464,"2022-10-11","paperback",,,,,,,,,,,,,,"Girls of Paper and Fire meets A Song of Wraiths and Ruin in June CL Tan's stunning debut, where ferocious action, shadowy intrigue, rich magic, and a captivating slow-burn romance collide. In an empire on the brink of war . . . Ahn is no one, with no past and no family. Altan is a lost heir, his future stolen away as a child. When they meet, Altan sees in Ahn a path to reclaiming the throne. Ahn sees a way to finally unlock her past and understand her lethal magical abilities. But they may have to pay a far deadlier price than either could have imagined. A stunning homage to the Xianxia novel with dangerous magic, fast-paced action, and a delightful romance, Jade Fire Gold isn't one to miss! ""An addictive story that is impossible to put down."" --Swati Teerdhala, author of The Tiger at Midnight series ""Adventure at its finest. A beautifully rendered story that honors the great wuxia epics."" --Joan He, author of Descendant of the Crane and The Ones We're Meant to Find ""An epic adventure!"" --Elizabeth Lim, New York Times bestselling author of Spin the Dawn and So This Is Love ""Epic in every sense of the word, beautiful as it is sweeping."" --Roseanne A. Brown, New York Times bestselling author of A Song of Wraiths and Ruin","2023-03-28"
"735715","9780316440868","Fiction","",0,,,0,0,,,,,0,1,"","","Jade City (The Green Bone Saga, #1)",,"en","Adventure,Science Fiction,Fantasy","Fonda Lee","","","","","","Orbit",498,"2017-11-07","hardcover","The Green Bone Saga",1,,,,,,,,,,,,"Magical jade—mined, traded, stolen, and killed for—is the lifeblood of the island of Kekon. For centuries, honorable Green Bone warriors like the Kaul family have used it to enhance their abilities and defend the island from foreign invasion. 

Now the war is over and a new generation of Kauls vies for control of Kekon's bustling capital city. They care about nothing but protecting their own, cornering the jade market, and defending the districts under their protection. Ancient tradition has little place in this rapidly changing nation.

When a powerful new drug emerges that lets anyone—even foreigners—wield jade, the simmering tension between the Kauls and the rival Ayt family erupts into open violence. The outcome of this clan war will determine the fate of all Green Bones—from their grandest patriarch to the lowliest motorcycle runner on the streets—and of Kekon itself.

Jade City begins an epic tale of family, honor, and those who live and die by the ancient laws of jade and blood.","2024-03-17"
"9043897","9780593479285","Fiction","",0,,,0,0,,,,,0,1,"","","The Isles of the Gods",,"en","Young Adult Fiction","Amie Kaufman","","","","","","Knopf Books for Young Readers",465,"2023-05-02","hardcover","The Isles of the Gods",1,,,,,,,,,,,,"Magic, romance, and slumbering gods clash in the start of a riveting fantasy series that spans gangsters' dens, forgotten temples, and the high seas from the New York Times bestselling author of the Aurora Cycle and the Illuminae Files. Selly has salt water in her veins. So when her father leaves her high and dry in the port of Kirkpool, she has no intention of riding out the winter at home while he sails off to adventure. But any plans to follow him are dashed when a handsome stranger with tell-tale magician's marks on his arm commandeers her ship. He is Prince Leander of Alinor and he needs to cross the Crescent Sea without detection so he can complete a ritual on the sacred Isles of the Gods. Selly has no desire to escort a spoiled prince anywhere, and no time for his entitled demands or his good looks. But what starts as a leisure cruise will lead to acts of treason and sheer terror on the high seas, bringing two countries to the brink of war, two strangers closer than they ever thought possible and stirring two dangerous gods from centuries of slumber...","2023-11-30"
"115081","9780689868207","Fiction","",0,,,323,1,,,,,0,1,"","","Ironside (Modern Faerie Tales, #3)","A Modern Faery's Tale","en","General,Adventure,Science Fiction","Holly Black","","","","","","Margaret K. McElderry Books",323,"2007-04-24","hardcover","Modern Faerie Tales",3,,,,,,,,,,,,"In the realm of Faerie, the time has come for Roiben's coronation. Uneasy in the midst of the malevolent Unseelie Court, pixie Kaye is sure of only one thing -- her love for Roiben. But when Kaye, drunk on faerie wine, declares herself to Roiben, he sends her on a seemingly impossible quest. Now Kaye can't see or speak to Roiben unless she can find the one thing she knows doesn't exist: a faerie who can tell a lie. 

Miserable and convinced she belongs nowhere, Kaye decides to tell her mother the truth -- that she is a changeling left in place of the human daughter stolen long ago. Her mother's shock and horror sends Kaye back to the world of Faerie to find her human counterpart and return her to Ironside. But once back in the faerie courts, Kaye finds herself a pawn in the games of Silarial, queen of the Seelie Court. Silarial wants Roiben's throne, and she will use Kaye, and any means necessary, to get it. In this game of wits and weapons, can a pixie outplay a queen? 

Holly Black spins a seductive tale at once achingly real and chillingly enchanted, set in a dangerous world where pleasure mingles with pain and nothing is exactly as it appears.","2023-07-07"
"2839616","9780861542093","Fiction","",0,,,400,1,,,,,0,1,"","","Iron Widow",,"en","Military Fiction,Science Fiction,Fantasy","Xiran Jay Zhao","","","","","","Oneworld Publications",400,"2021-10-07","hardcover","Iron Widow",1,,,,,,,,,,,,"The boys of Huaxia dream of pairing up with girls to pilot Chrysalises, giant transforming robots that can battle the mecha aliens that lurk beyond the Great Wall. It doesn't matter that the girls often die from the mental strain. 

When 18-year-old Zetian offers herself up as a concubine-pilot, it's to assassinate the ace male pilot responsible for her sister's death. But she gets her vengeance in a way nobody expected—she kills him through the psychic link between pilots and emerges from the cockpit unscathed. She is labeled an Iron Widow, a much-feared and much-silenced kind of female pilot who can sacrifice boys to power up Chrysalises instead.​ 

To tame her unnerving yet invaluable mental strength, she is paired up with Li Shimin, the strongest and most controversial male pilot in Huaxia​. But now that Zetian has had a taste of power, she will not cower so easily. She will miss no opportunity to leverage their combined might and infamy to survive attempt after attempt on her life, until she can figure out exactly why the pilot system works in its misogynist way—and stop more girls from being sacrificed.","2023-03-28"
"33299","9780441015665","Fiction","",0,,,304,1,,,,,0,1,"","","Iron Kissed",,"en","Urban Fantasy,Urban,Paranormal","Patricia Briggs","","","","","","Ace",304,"2008-01-02","paperback","A Mercy Thompson Novel",3,,,,,,,,,,,,"“Expect to be spellbound”* by Patricia Briggs’s #1 New York Times bestselling series starring Mercy Thompson. Being a lowly “walker” in a world of vampires, werewolves, and fae once kept her safe. But Mercy’s bark—and bite—are not so harmless any more…

Though Mercy can shift her shape into that of a coyote, her loyalty never wavers. So when her former boss and mentor, Zee, asks for her help, she’s there for him. A series of murders has rocked a fae reservation, and Zee needs her unique gifts, namely her coyote sense of smell, to sniff out the killer. 

But when Zee is accused of murdering the suspect Mercy outed, he’s left to rot behind bars by his own kind. Now it’s up to Mercy to clear his name, whether he wants her to or not. 

Mercy’s loyalty is under pressure from other directions, too. Werewolves are not known for their patience, and if Mercy can’t decide between the two she cares for, Sam and Adam may make the choice for her...



*Lynn Viehl, New York Times bestselling author","2023-12-02"
"68677","9780441016068","Fiction","",0,,,0,0,,,,,0,1,"","","The Iron Hunt",,"en","Urban Fantasy,Urban,Paranormal","Marjorie M. Liu","","","","","","Ace",320,"2008-06-24","paperback","A Hunter Kiss Novel",1,,,,,,,,,,,,"First in a stunning new urban fantasy series from an author who “NEVER CEASES TO AMAZE.” (BOOKLIST, STARRED REVIEW)

Demon hunter Maxine Kiss wears her armor as tattoos, which unwind from her body to take on forms of their own at night. They stand between her and her enemies, just as Maxine stands between humanity and the demons breaking out from behind the prison veils. It is a life lacking in love, reveling in death, until one moment—and one man— changes everything.","2023-12-02"
"9057173","9781649374172","Fiction","",0,,,0,0,,,,,0,1,"","","Iron Flame",,"en","Fiction","Rebecca Yarros","","","","","","Entangled: Red Tower Books",512,"2023-11-07","hardcover","The Empyrean",2,,,,,,,,,,,,"Don’t miss the explosive new sequel to Rebecca Yarros’s bestselling hit, Fourth Wing.","2023-11-09"
"8855355","9780763759933","Non-Fiction","",0,,,649,1,,,,,0,1,"","","Invitation to Oceanography",,"en","Science","Paul R. Pinet","","","","","","Jones & Bartlett Learning",649,"2009-12-14","paperback",,,,,,,,,,,,,,"Thoroughly updated to include the most recent and fascinating discoveries in oceanography, the Fifth Edition takes great strides to be the most up-to-date, comprehensive, and student-friendly resource available today. Its content continues to span the four major divisions of ocean science: geology, chemistry, physics and biology, while maintaining the conversational voice for which it is acclaimed. The Fifth Edition boasts many exciting updates, including a new chapter on global climate change that educates students on global warming in the 21st century and its likely impact on ocean systems. With new end-of-chapter questions, new color photographs and illustrations, and an expanded assortment of Selected Readings, Invitation to Oceanography is a must-have in any marine science classroom!","2023-04-09"
"1379831","9781582405001","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Invincible: Ultimate Collection, Vol. 1",,"en","Fantasy,Graphic Novels, Anime & Manga,Graphic Novels: Superheroes","Robert Kirkman","Cory Walker,Ryan Ottley,Terry Stevens,Matt Roberts,Mark Englert,Dave Johnson,Cliff Rathburn","","","","","Image Comics",400,"2008-02-12","hardcover",,,,,,,,,,,,,,"Get in on the ground floor! This massive hardcover collects the first 13 issues of Robert Kirkman's Eisner-Nominated super-hero, along with all the extras from the first three trade paperback volumes and even more on top of that! Invincible: The Ultimate Collection, Volume 1 is a can't-miss for anyone who's wanted to start reading Invincible, but needed an easier way to start from the beginning.

Collects issues #1–13.","2023-08-17"
"8855357","9780078022913","Non-Fiction","",0,,,512,1,,,,,0,1,"","","Investigating Oceanography Investigating Oceanography Investigating Oceanography",,"en","Science","Keith Sverdrup,Raphael Kudela","","","","","","McGraw-Hill Science/Engineering/Math",512,"2013-01-16","paperback",,,,,,,,,,,,,,"This introductory oceanography text is intended to teach students the tremendous influence oceans have on our lives. They are encouraged to look at oceanography as a cohesive and united discipline rather than a collection of subjects gathered under a marine umbrella. This first edition teaches students about the historical, geological, physical, chemical and biological characteristics of the ocean environment using remarkable images and photos. The authors have incorporated essays written by several scientists discussing topics in their fields of specialization. And in order to understand the constant barrage of information concerning our planet and marine issues, the authors believe students must have a basic command of the language of marine science in addition to understanding processes and principles. By the end of this course, the authors want students to be prepared for future environmental discussions and the ability to make decisions as informed global citizens.","2023-04-09"
"150","9780345806291","Non-Fiction","",0,,,0,0,,,,,0,1,"","","The Invention of Nature","Alexander von Humboldt's New World","en","Science,Environmental Conservation & Protection,Environmental Science","Andrea Wulf","","","","","","Vintage",576,"2016-10-04","paperback",,,,,,,,,,,,,,"The acclaimed author of Founding Gardeners reveals the forgotten life of Alexander von Humboldt, the visionary German naturalist whose ideas changed the way we see the natural world—and in the process created modern environmentalism.

NATIONAL BEST SELLER

One of theNew York Times 10 Best Books of the Year

Winner of the Los Angeles Times Book Prize, The James Wright Award for Nature Writing, theCosta Biography Award, the Royal Geographic Society's Ness Award, the Sigurd F. Olson Nature Writing Award

Finalist for the Andrew Carnegie Medal for Excellence in Nonfiction, the Royal Society Science Book Prize, theKirkusPrize Prize for Nonfiction, the Independent Bookshop Week Book Award

ABest Book of the Year: The New York Times, The Atlantic, The Economist,Nature,Jezebel,Kirkus Reviews,Publishers Weekly,New Scientist,The Independent,The Telegraph,The Sunday Times, The Evening Standard, The Spectator

Alexander von Humboldt (1769-1859) was the most famous scientist of his age, a visionary German naturalist and polymath whose discoveries forever changed the way we understand the natural world. Among his most revolutionary ideas was a radical conception of nature as a complex and interconnected global force that does not exist for the use of humankind alone. In North America, Humboldt’s name still graces towns, counties, parks, bays, lakes, mountains, and a river. And yet the man has been all but forgotten. 

In this illuminating biography, Andrea Wulf brings Humboldt’s extraor...","2023-12-18"
"1450704","9780521014830","Non-Fiction","",0,,,841,1,,,,,0,1,"","","Introduction to Fungi",,"en","Medical Microbiology & Virology,Pharmacology,Biology, Life Sciences","John Webster,Roland W.S. Weber","","","","","","Cambridge University Press",841,"2007-01-25","paperback",,,,,,,,,,,,,,"This new edition of the universally acclaimed textbook on fungal biology has been completely re-written, to take account of recent progress in the taxonomy, cell and molecular biology, biochemistry, pathology and ecology of the fungi. Features of taxonomic relevance are integrated with natural functions, including their relevance to human affairs. Special emphasis is placed on the biology and control of human and plant pathogens, providing a vital link between fundamental and applied mycology. The emphasis throughout is on whole-organism biology from an integrated, multidisciplinary perspective.","2023-04-09"
"8766686","9780520266810","Non-Fiction","",0,,,226,1,,,,,0,1,"","","Introduction to Earth, Soil, and Land in California",,"en","Nature","David Carle","","","","","","University of California Press",226,"2010-01-01","paperback",,,,,,,,,,,,,,"This volume is an exploration of the soil in the state of California, discussing how soil ecosystems function, what lives in the soil, and an examination of various soil types -- featuring 92 color photographs and 18 maps. The author describes the relationship between humans and the land, and investigates the various uses and abuses that land in California endures -- large scale agriculture, mining, and development, as well as fires, floods, and erosion. The guide also details the history of land use in the state. Among many topics, the author has included information on: California's wildlands, farmland, cities, and landfills; California's ecological footprint on planet Earth; and the many different life forms found in soil, including bacteria, fungi, insects, and mammals.","2023-04-01"
"266543","9780756406394","Fiction","",0,,,0,0,,,,,0,1,"","","Intrigues","Book Two of the Collegium Chronicles (A Valdemar Novel)","en","Epic Fantasy,Epic,Paranormal","Mercedes Lackey","","","","","","DAW",336,"2010-10-05","hardcover","Valdemar: Collegium Chronicles",2,,,,,,,,,,,,"""Spellbinding storyteller"" (Rave Reviews) Mercedes Lackey continues her epic Valdemar series. 

Magpie is a thirteen-year-old orphan chosen by one of the magical Companion horses of Valdemar and taken to the capital city, Haven, to be trained as a Herald. Like all Heralds, Magpie learns that he has a hidden Gift-the Gift of telepathy. 

But life at the court is not without obstacles. When Mags is ""recognized"" by foreign secret operatives whose purpose is unknown, Mags himself comes under suspicion. Who are Magpie's parents-who is he, really? Can Mags solve the riddle of his parentage and his connection with the mysterious spies-and prove his loyalty-before the king and court banish him as a traitor?","2024-03-23"
"8855353","9781259080784","Non-Fiction","",0,,,823,1,,,,,0,1,"","","Integrated Principles of Zoology",,"en","Science","Cleveland P. Hickman","","","","","","McGraw-Hill Education - Europe",823,"2013-01-01","paperback",,,,,,,,,,,,,,"Emphasizing the central role of evolution in generating diversity, this book describes animal life and the fascinating adaptations that enable animals to inhabit so many ecological niches.","2023-04-09"
"7258663","9780881926897","Non-Fiction","",0,,,295,1,,,,,0,1,"","","Insects of the Pacific Northwest",,"en","Nature","Peter Haggard,Judy Haggard","","","","","","Timber Press (OR)",295,"2006-01-01","paperback",,,,,,,,,,,,,,"A comprehensive, illustrated field guide to the insects of the Pacific Northwest encompasses more than 450 species of common insects and noninsect invertebrates, furnishing detailed descriptions, visual identification keys, and more than seven hundred full-color photographs.","2023-04-01"
"22837","9780439554008","Fiction","",0,,,635,1,,,,,0,1,"","","Inkspell (Inkworld, #2)",,"en","Adventure,Science Fiction,Fantasy","Cornelia Funke","","Anthea Bell","","","","The Chicken House",635,"2005-10-01","hardcover","Inkworld",2,,,,,,,,,,,,"The captivating sequel to INKHEART, the critically acclaimed, international bestseller by Cornelia Funke, an author who is emerging as a truly modern classic writer for children.

Although a year has passed, not a day goes by without Meggie thinking of INKHEART, the book whose characters became real. But for Dustfinger, the fire-eater brought into being from words, the need to return to the tale has become desperate. When he finds a crooked storyteller with the ability to read him back, Dustfinger leaves behind his young apprentice Farid and plunges into the medieval world of his past. Distraught, Farid goes in search of Meggie, and before long, both are caught inside the book, too. But the story is threatening to evolve in ways neither of them could ever have imagined.","2023-04-24"
"577689","9780439531641","Fiction","",0,,,534,1,,,,,0,1,"","","Inkheart (Inkworld, #1)",,"en","Adventure,Science Fiction,Fantasy","Cornelia Funke","","Anthea Bell","","","","Chicken House",534,"2003-10-06","hardcover","Inkworld",1,,,,,,,,,,,,"Imagine it were possible to bring the characters from a book to life. Not like when someone reads a book with such enchantment that the characters seem to jump off the pages and into your bedroom . . . but for real. Imagine they could actually climb out of the pages and into our world.

Then, imagine if those characters brought their world into ours.

One cruel night, young Meggie's father, Mo, reads aloud from Inkheart and an evil ruler named Capricorn escapes the boundaries of fiction and lands in their living room. Suddenly, Meggie is smack in the middle of the kind of adventure she has only read about in books.

Somehow, Meggie and Mo must learn to harness the magic that conjured this nightmare. Somehow they must change the course of the story that has changed their lies forever. 

This is Inkheart, a timeless tale about books, about imagination, about life.","2023-03-23"
"19573","9780439866286","Fiction","",0,,,0,0,,,,,0,1,"","","Inkdeath (Inkworld, #3)",,"en","Adventure,Science Fiction,Fantasy","Cornelia Funke","","Anthea Bell","","","","The Chicken House",675,"2008-10-07","hardcover","Inkworld",3,,,,,,,,,,,,"CAUGHT BETWEEN THE COVERS OF A CURSED STORY . . .

Ever since the extraordinary events of Inkspell, when the enchanted book Inkheart drew Meggie and her father, Mo, into its chapters, life in the Inkworld has been more tragic than magical.

The fire-eater Dustfinger is dead, having sacrificed his life for his apprentice Farid’s, and now, under the rule of the evil Adderhead, the fairy-tale land is in bloody chaos, its characters far beyond the control of Fenoglio, their author. Even Elinor, left behind in the real world, believes her family to be lost—lost between the covers of a book.

Facing the threat of eternal winter, Mo inks a dangerous deal with Death itself. There yet remains a faint hope of changing the cursed story—if only he can fill its pages fast enough.

Inkdeath—the captivating final tale in the Inkheart trilogy.","2023-04-24"
"4588553","9798784790316","Fiction","",0,,,276,1,,,,,0,1,"","","Initiation",,"en","Fantasy, Futuristic & Ghost Romance,Gay Erotic Fiction,BDSM Erotica","Alethea Faust","","","","","","Independently published",276,"2022-01-12","paperback",,,,,,,,,,,,,,,"2023-09-15"
"8810","9780375856112","Fiction","",0,,,880,1,,,,,0,1,"","","Inheritance",,"en","Fantasy & Magical,Epic,Fiction","Christopher Paolini","","","","","","Knopf Books for Young Readers",880,"2011-11-08","hardcover","The Inheritance Cycle",4,,,,,,,,,,,,"Don’t miss the latest book from the author ofEragon,The Fork, the Witch, and the Worm: Tales from Alagaësia!

Perfect for fans of Lord of the Rings, theNew York Timesbestselling Inheritance Cycle about the dragon rider Eragon has sold over 35 million copies and is an international fantasy sensation.


Not so very long ago, Eragon—Shadeslayer, Dragon Rider—was nothing more than a poor farm boy, and his dragon, Saphira, only a blue stone in the forest. Now the fate of an entire civilization rests on their shoulders.

Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. And still, the real battle lies ahead: they must confront Galbatorix. When they do, they will have to be strong enough to defeat him. And if they cannot, no one can. There will be no second chances. 

The Rider and his dragon have come further than anyone dared to hope. But can they topple the evil king and restore justice to Alagaësia? And if so, at what cost?

This is the much-anticipated, astonishing conclusion to the worldwide bestselling Inheritance cycle.","2023-03-27"
"330271","9780857833280","Non-Fiction","",0,,,496,1,,,,,0,1,"","","The Indian Cookery Course",,"en","National & Regional Cuisine","Monisha Bharadwaj","","","","","","Kyle Books",496,"2016-10-06","hardcover",,,,,,,,,,,,,,"This comprehensive guide to Indian cooking explores the myriad regional varieties of authentic, healthy and lesser known Indian recipes. 

With chapters broken down into: Rice, Breads, Meat, Fish & Seafood, Poultry, Eggs, Dairy, Lentils & Beans, Vegetables, Snack & Sides, Grills, Salads & Raitas, Chutneys & Relishes, Desserts and Drinks, Monisha covers a varied range of dishes as well as providing insights into ingredients, techniques and step-by-step masterclasses to help you recreate classic and popular recipes. 

Monisha offers a vivid overview of India's colourful traditions and geographical differences, from the earthy lentil dishes of the North to the coconut-based curries which are a staple in the South. Including advice on the building blocks of Indian cuisine, such as how to make a basic curry and how to cook the perfect rice, plus tips on the different varieties of rice and how to shop for the best type for each dish. 

Monisha teaches you how to make traditional Indian food at home, based on the principles of good health and touching on the values of Ayurveda. The Indian Cookery Course is the ultimate guide to everything you ever wanted to know about Indian food.","2023-06-10"
"1116183","9780689853241","Fiction","",0,,,240,1,,,,,0,1,"","","In the Hand of the Goddess (Song of the Lioness, #2)",,"en","Adventure","Tamora Pierce","Heyer, Marilee","","","","","ATHENEUM BOOKS",240,"2002-09-01","hardcover",,,,,,,,,,,,,,"""I don't want to fall in love. I just want to be a warrior maiden."" Still disguised as a boy, Alanna becomes a squire to none other than the prince of the realm. Prince Jonathan is not only Alanna's liege lord, he is also her best friend -- and one of the few who knows the secret of her true identity. And when the Prince's life is threatened by a mysterious sorcerer, it will take all of Alanna's skill, strength, and magical power to protect him -- even at the risk of revealing who she really is....  Filled with swords and sorcery, adventure and intrigue, good and evil, Alanna's second adventure continues the saga of a girl who dares to follow her dreams -- and the magical destiny that will make her a legend in her land.","2023-04-08"
